Gender,Age,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Religion,Caste_Category,loan_approved
Male,57,Yes,3+,Graduate,No,14750,4813,75,360,Defaulted,Rural,Muslim,SC,Rejected
Female,59,Yes,2,Graduate,No,11022,1914,26,300,Clear,Urban,Hindu,General,Rejected
Female,30,Yes,3+,Not_Graduate,No,1341,2016,235,360,Defaulted,Rural,Christian,OBC,Rejected
Female,51,Yes,3+,Graduate,No,4254,309,133,240,Clear,Urban,Hindu,General,Approved
Female,59,Yes,1,Graduate,No,8043,862,96,120,Clear,Semiurban,Muslim,OBC,Approved
Female,54,Yes,3+,Graduate,No,2091,1543,140,360,Clear,Rural,Muslim,General,Rejected
Female,29,No,3+,Not_Graduate,Yes,5070,0,85,300,Unknown,Rural,Hindu,SC,Rejected
Other,64,Yes,1,Not_Graduate,No,2229,1806,20,60,Defaulted,Urban,Sikh,SC,Rejected
Male,47,No,0,Graduate,No,15088,0,111,300,Defaulted,Urban,Christian,ST,Approved
Male,65,Yes,3+,Not_Graduate,No,1000,849,172,240,Defaulted,Semiurban,Hindu,OBC,Rejected
Male,58,Yes,1,Not_Graduate,No,2805,1609,56,120,Clear,Urban,Christian,OBC,Approved
Male,39,No,3+,Graduate,No,5890,0,140,60,Clear,Semiurban,Muslim,OBC,Approved
Male,21,No,2,Graduate,Yes,2513,0,125,60,Clear,Rural,Hindu,SC,Rejected
Female,42,No,2,Graduate,No,7201,0,20,60,Unknown,Urban,Hindu,SC,Rejected
Male,34,Yes,0,Graduate,No,8094,908,165,180,Clear,Urban,Sikh,General,Approved
Male,53,Yes,3+,Not_Graduate,No,4739,422,133,300,Clear,Rural,Hindu,General,Approved
Other,34,Yes,2,Graduate,Yes,4517,1763,89,360,Clear,Semiurban,Hindu,General,Approved
Other,34,No,3+,Not_Graduate,No,1000,0,293,300,Clear,Urban,Hindu,SC,Approved
Female,52,Yes,2,Graduate,No,10576,1966,112,60,Clear,Rural,Muslim,General,Rejected
Male,46,No,0,Graduate,No,7361,0,246,60,Clear,Rural,Christian,OBC,Approved
Male,34,Yes,1,Graduate,No,7873,1746,20,120,Clear,Semiurban,Christian,General,Approved
Female,33,Yes,0,Graduate,No,8337,0,66,300,Clear,Urban,Muslim,ST,Approved
Female,63,No,0,Graduate,Yes,9993,0,228,240,Defaulted,Semiurban,Hindu,General,Rejected
Female,63,Yes,0,Not_Graduate,No,3045,5437,169,300,Clear,Semiurban,Other,SC,Rejected
Male,56,Yes,1,Graduate,No,4176,2308,36,360,Defaulted,Urban,Christian,SC,Approved
Male,34,No,1,Not_Graduate,No,1000,0,161,240,Defaulted,Rural,Muslim,General,Rejected
Male,24,Yes,0,Not_Graduate,No,6516,3659,123,180,Clear,Urban,Hindu,OBC,Rejected
Male,37,Yes,1,Graduate,No,5499,2800,74,300,Clear,Urban,Hindu,General,Rejected
Female,55,Yes,1,Not_Graduate,No,4239,359,67,120,Clear,Urban,Muslim,OBC,Approved
Female,23,No,0,Not_Graduate,No,6579,0,64,60,Defaulted,Urban,Christian,OBC,Rejected
Male,47,Yes,0,Graduate,No,10663,3062,100,240,Clear,Semiurban,Muslim,SC,Approved
Other,26,Yes,3+,Graduate,No,4788,4353,106,300,Clear,Urban,Hindu,General,Approved
Female,23,No,2,Not_Graduate,No,4028,0,20,120,Clear,Urban,Hindu,OBC,Approved
Male,43,Yes,0,Graduate,No,10253,1636,114,120,Defaulted,Rural,Hindu,ST,Rejected
Male,26,Yes,2,Graduate,No,8790,1004,214,360,Defaulted,Urban,Hindu,General,Rejected
Female,22,Yes,0,Graduate,No,5002,3778,221,300,Defaulted,Semiurban,Other,OBC,Rejected
Male,25,Yes,3+,Graduate,No,11622,1219,45,240,Clear,Urban,Hindu,SC,Approved
Other,41,Yes,3+,Graduate,No,4808,1675,148,240,Defaulted,Rural,Hindu,ST,Rejected
Female,21,Yes,0,Not_Graduate,No,3126,999,253,300,Unknown,Urban,Sikh,SC,Rejected
Male,21,No,0,Graduate,No,9477,0,68,180,Clear,Rural,Hindu,OBC,Approved
Female,64,Yes,1,Graduate,No,1000,761,232,300,Clear,Urban,Hindu,ST,Approved
Male,38,Yes,3+,Graduate,No,9854,0,233,240,Defaulted,Semiurban,Muslim,General,Rejected
Male,33,No,0,Graduate,No,12330,0,123,180,Clear,Semiurban,Hindu,OBC,Approved
Male,26,Yes,3+,Not_Graduate,No,3067,1475,175,240,Clear,Semiurban,Other,OBC,Approved
Male,26,Yes,2,Graduate,No,2463,1862,117,180,Clear,Urban,Hindu,OBC,Approved
Male,59,Yes,0,Not_Graduate,No,5301,4491,74,240,Clear,Rural,Other,ST,Rejected
Female,61,Yes,1,Not_Graduate,No,3182,2509,75,360,Defaulted,Semiurban,Muslim,SC,Rejected
Male,33,No,2,Graduate,No,4295,0,221,120,Clear,Rural,Hindu,SC,Rejected
Male,28,No,2,Not_Graduate,No,4509,0,225,300,Clear,Urban,Muslim,General,Rejected
Male,62,No,3+,Not_Graduate,No,3080,0,38,240,Clear,Urban,Hindu,OBC,Approved
Male,27,No,3+,Not_Graduate,No,6087,0,129,240,Clear,Urban,Hindu,OBC,Approved
Male,24,Yes,1,Graduate,No,6858,3304,57,60,Unknown,Semiurban,Muslim,General,Approved
Male,49,No,3+,Graduate,No,4194,0,169,360,Clear,Semiurban,Christian,OBC,Approved
Other,51,Yes,3+,Graduate,No,6718,1860,313,60,Clear,Urban,Hindu,ST,Rejected
Male,23,Yes,0,Graduate,Yes,1000,0,105,60,Clear,Urban,Hindu,General,Approved
Male,57,Yes,2,Not_Graduate,Yes,6790,442,95,120,Clear,Urban,Hindu,SC,Approved
Female,39,Yes,3+,Not_Graduate,No,4678,1196,179,180,Clear,Urban,Sikh,OBC,Approved
Female,40,Yes,1,Not_Graduate,No,4449,1661,196,180,Unknown,Semiurban,Christian,SC,Rejected
Male,31,Yes,0,Graduate,No,7037,2870,73,240,Clear,Urban,Other,General,Approved
Male,60,No,1,Not_Graduate,No,4425,0,181,360,Clear,Semiurban,Hindu,ST,Approved
Female,26,Yes,3+,Graduate,No,8250,3729,276,180,Clear,Semiurban,Other,General,Approved
Male,36,Yes,0,Graduate,No,1000,0,119,240,Unknown,Rural,Hindu,OBC,Rejected
Other,30,Yes,2,Not_Graduate,No,2507,3511,191,180,Clear,Urban,Hindu,SC,Approved
Male,21,No,1,Graduate,No,6834,0,145,180,Unknown,Rural,Hindu,General,Approved
Male,64,No,3+,Graduate,No,12856,0,69,360,Unknown,Semiurban,Muslim,OBC,Rejected
Female,53,No,2,Graduate,No,6163,0,218,60,Clear,Semiurban,Muslim,General,Approved
Female,46,Yes,0,Graduate,No,8465,2627,192,360,Clear,Rural,Hindu,ST,Rejected
Other,57,No,0,Not_Graduate,No,3482,0,74,240,Clear,Rural,Christian,General,Rejected
Male,54,Yes,3+,Graduate,No,1031,1754,159,240,Clear,Semiurban,Sikh,ST,Approved
Male,39,Yes,1,Not_Graduate,No,4230,0,25,360,Clear,Urban,Hindu,ST,Approved
Female,44,Yes,3+,Not_Graduate,No,1343,1574,108,240,Clear,Semiurban,Muslim,ST,Approved
Male,44,Yes,0,Graduate,No,7542,1915,46,120,Unknown,Semiurban,Muslim,SC,Approved
Male,43,Yes,3+,Not_Graduate,No,1000,1004,137,240,Clear,Urban,Hindu,SC,Approved
Male,50,Yes,1,Graduate,No,6661,0,139,360,Clear,Urban,Other,SC,Approved
Male,65,Yes,2,Graduate,No,5294,2548,180,120,Clear,Urban,Hindu,ST,Approved
Female,41,Yes,2,Not_Graduate,No,9070,268,93,240,Unknown,Urban,Other,OBC,Rejected
Male,46,No,1,Graduate,No,7320,0,145,60,Defaulted,Semiurban,Muslim,ST,Approved
Male,30,Yes,0,Graduate,No,7007,2293,349,240,Clear,Urban,Hindu,ST,Approved
Male,50,Yes,0,Graduate,No,7205,3866,142,180,Clear,Semiurban,Muslim,SC,Rejected
Male,58,Yes,3+,Graduate,No,5053,2613,158,60,Clear,Rural,Hindu,SC,Approved
Male,21,Yes,1,Not_Graduate,No,11175,1762,199,180,Clear,Rural,Hindu,OBC,Approved
Other,57,No,1,Graduate,No,4421,0,20,240,Clear,Rural,Hindu,OBC,Approved
Male,56,No,0,Graduate,No,1000,0,128,60,Unknown,Urban,Muslim,SC,Rejected
Male,25,Yes,1,Graduate,No,12690,3689,99,120,Defaulted,Rural,Muslim,OBC,Approved
Male,28,Yes,2,Graduate,No,7936,1100,220,300,Unknown,Semiurban,Muslim,OBC,Rejected
Female,29,No,1,Not_Graduate,Yes,4211,0,166,180,Defaulted,Urban,Hindu,General,Rejected
Male,49,No,2,Not_Graduate,No,2871,0,20,60,Clear,Rural,Muslim,General,Rejected
Male,43,Yes,0,Graduate,No,12334,0,164,180,Clear,Urban,Christian,SC,Approved
Female,40,No,3+,Not_Graduate,No,6792,0,57,60,Clear,Urban,Muslim,SC,Approved
Male,37,Yes,3+,Not_Graduate,No,1000,0,251,240,Defaulted,Rural,Christian,ST,Rejected
Male,27,No,1,Graduate,No,6522,0,286,360,Clear,Urban,Sikh,SC,Approved
Male,62,Yes,1,Graduate,No,5210,1947,151,300,Clear,Rural,Hindu,SC,Approved
Male,53,No,3+,Not_Graduate,Yes,3118,0,75,240,Clear,Rural,Hindu,General,Approved
Female,63,Yes,3+,Graduate,No,7877,2435,185,180,Unknown,Rural,Muslim,OBC,Approved
Male,34,Yes,3+,Graduate,No,1718,3505,79,120,Clear,Urban,Hindu,OBC,Approved
Male,41,No,3+,Graduate,No,4179,0,142,240,Clear,Semiurban,Hindu,General,Approved
Female,32,Yes,0,Graduate,No,8826,3312,124,120,Clear,Semiurban,Hindu,OBC,Approved
Female,51,No,3+,Graduate,No,10146,0,221,300,Clear,Semiurban,Christian,General,Approved
Female,34,No,2,Graduate,No,11176,0,133,60,Clear,Semiurban,Hindu,General,Approved
Female,32,No,2,Graduate,No,1879,0,119,180,Clear,Semiurban,Muslim,ST,Rejected
Male,60,No,0,Graduate,No,4670,0,124,120,Clear,Rural,Hindu,SC,Rejected
Male,58,No,0,Graduate,No,9968,0,231,240,Clear,Rural,Christian,General,Approved
Female,58,Yes,0,Graduate,No,2176,4216,139,120,Clear,Semiurban,Hindu,ST,Approved
Female,62,Yes,1,Not_Graduate,No,8834,4973,95,240,Clear,Urban,Hindu,OBC,Approved
Male,41,Yes,1,Graduate,No,10613,939,251,360,Clear,Semiurban,Hindu,OBC,Approved
Male,36,No,0,Not_Graduate,No,8562,0,20,240,Clear,Semiurban,Hindu,SC,Approved
Female,41,Yes,3+,Graduate,No,3001,1727,280,60,Clear,Urban,Hindu,ST,Approved
Male,46,Yes,2,Graduate,No,5337,158,158,300,Defaulted,Semiurban,Muslim,ST,Rejected
Male,36,Yes,2,Graduate,No,2632,2356,152,180,Clear,Urban,Hindu,OBC,Approved
Female,55,Yes,0,Graduate,No,8771,1723,186,240,Clear,Semiurban,Hindu,General,Approved
Male,44,Yes,0,Not_Graduate,No,7418,2615,164,120,Clear,Semiurban,Sikh,General,Approved
Male,43,Yes,0,Not_Graduate,No,1000,3170,106,180,Defaulted,Rural,Hindu,ST,Approved
Female,38,No,1,Graduate,No,12328,0,173,60,Clear,Urban,Hindu,ST,Approved
Female,24,No,0,Graduate,No,7828,0,178,360,Clear,Semiurban,Hindu,SC,Approved
Other,55,Yes,2,Not_Graduate,No,3432,2766,198,180,Clear,Rural,Muslim,OBC,Approved
Male,65,Yes,0,Not_Graduate,No,5248,943,68,180,Clear,Rural,Hindu,OBC,Approved
Female,37,Yes,2,Graduate,Yes,5126,0,221,120,Clear,Semiurban,Hindu,OBC,Rejected
Male,48,Yes,2,Graduate,No,4024,138,138,120,Clear,Semiurban,Muslim,SC,Rejected
Male,50,No,2,Graduate,No,3555,0,160,120,Clear,Rural,Hindu,OBC,Approved
Other,60,Yes,1,Graduate,No,6089,2425,192,300,Clear,Urban,Hindu,OBC,Approved
Male,46,No,3+,Not_Graduate,No,1171,0,189,240,Clear,Semiurban,Christian,General,Approved
Female,28,Yes,3+,Graduate,No,6877,3733,169,300,Clear,Rural,Muslim,General,Approved
Female,25,Yes,2,Not_Graduate,No,5584,1178,160,300,Unknown,Urban,Sikh,SC,Rejected
Male,43,No,3+,Graduate,No,5465,0,152,180,Clear,Semiurban,Hindu,General,Approved
Other,43,Yes,2,Not_Graduate,No,3333,1860,142,180,Clear,Semiurban,Hindu,SC,Rejected
Male,47,Yes,2,Graduate,No,12891,1593,144,240,Clear,Urban,Muslim,OBC,Approved
Female,36,No,0,Graduate,No,5734,0,126,120,Clear,Semiurban,Hindu,OBC,Approved
Male,65,Yes,2,Graduate,No,11191,1542,102,60,Defaulted,Semiurban,Other,SC,Rejected
Other,49,Yes,3+,Not_Graduate,No,4579,3428,43,180,Clear,Urban,Muslim,OBC,Rejected
Male,37,No,1,Graduate,No,7179,0,155,240,Clear,Urban,Hindu,SC,Approved
Male,36,Yes,1,Graduate,No,10961,1397,179,120,Clear,Rural,Hindu,ST,Approved
Other,41,Yes,0,Graduate,No,2579,4057,104,60,Clear,Rural,Hindu,General,Rejected
Male,64,Yes,3+,Graduate,No,2153,2276,163,360,Clear,Urban,Sikh,General,Approved
Female,29,Yes,3+,Not_Graduate,No,2424,1915,133,180,Clear,Urban,Muslim,SC,Rejected
Other,33,Yes,0,Graduate,No,8895,2763,276,120,Clear,Urban,Other,SC,Rejected
Female,39,No,1,Not_Graduate,Yes,2759,0,93,180,Defaulted,Semiurban,Muslim,General,Rejected
Male,39,Yes,0,Graduate,No,7190,2504,267,60,Clear,Urban,Sikh,OBC,Approved
Male,25,Yes,1,Graduate,No,1747,2435,223,300,Defaulted,Semiurban,Hindu,General,Rejected
Female,34,Yes,0,Graduate,No,7677,401,89,120,Clear,Urban,Muslim,ST,Rejected
Male,53,Yes,3+,Graduate,No,4343,3330,204,120,Clear,Rural,Christian,General,Approved
Male,35,Yes,3+,Graduate,No,15927,1791,279,180,Clear,Rural,Muslim,SC,Approved
Male,57,No,0,Not_Graduate,No,7671,0,131,120,Clear,Urban,Christian,SC,Approved
Male,55,Yes,2,Not_Graduate,Yes,1000,430,123,360,Clear,Urban,Hindu,OBC,Rejected
Male,44,Yes,3+,Graduate,No,5568,0,132,180,Defaulted,Semiurban,Other,OBC,Rejected
Female,55,Yes,3+,Not_Graduate,No,1000,2044,127,120,Defaulted,Rural,Sikh,General,Rejected
Male,42,Yes,2,Graduate,No,11238,380,357,300,Clear,Rural,Christian,General,Approved
Female,56,No,3+,Graduate,No,4720,0,186,60,Clear,Rural,Christian,General,Approved
Male,40,Yes,2,Graduate,No,1000,1591,20,240,Clear,Rural,Sikh,OBC,Approved
Male,37,Yes,1,Graduate,No,6683,546,132,60,Clear,Rural,Hindu,General,Approved
Male,45,Yes,3+,Not_Graduate,No,7137,0,155,60,Clear,Semiurban,Sikh,General,Approved
Male,57,Yes,1,Graduate,No,5874,0,137,360,Clear,Urban,Christian,General,Approved
Female,26,No,2,Not_Graduate,No,4272,0,232,240,Clear,Semiurban,Muslim,General,Rejected
Female,41,No,3+,Graduate,Yes,1000,0,207,300,Clear,Rural,Hindu,SC,Rejected
Male,34,No,0,Graduate,No,12504,0,45,360,Clear,Semiurban,Hindu,General,Approved
Male,44,No,1,Graduate,No,8363,0,29,240,Clear,Semiurban,Hindu,OBC,Approved
Male,24,No,3+,Graduate,No,8579,0,205,180,Defaulted,Urban,Christian,SC,Approved
Female,24,Yes,3+,Graduate,Yes,4632,1999,20,60,Unknown,Rural,Hindu,OBC,Approved
Female,29,Yes,0,Graduate,No,8635,2346,192,240,Clear,Urban,Muslim,General,Rejected
Male,65,No,0,Graduate,No,6986,0,20,180,Clear,Rural,Hindu,OBC,Approved
Male,63,Yes,0,Graduate,Yes,10412,4002,157,300,Clear,Rural,Hindu,General,Approved
Male,46,Yes,0,Graduate,Yes,8776,2195,197,360,Defaulted,Urban,Muslim,ST,Approved
Male,55,No,1,Not_Graduate,Yes,8377,0,20,360,Clear,Rural,Muslim,ST,Approved
Male,29,No,1,Graduate,No,7209,0,138,120,Defaulted,Semiurban,Muslim,General,Rejected
Male,47,No,3+,Graduate,No,1000,0,219,120,Unknown,Semiurban,Sikh,General,Approved
Female,54,No,3+,Graduate,No,8251,0,140,60,Clear,Rural,Other,ST,Rejected
Female,53,No,2,Graduate,Yes,6047,0,198,60,Clear,Rural,Muslim,SC,Approved
Male,62,Yes,2,Graduate,No,6141,3232,179,180,Clear,Semiurban,Hindu,OBC,Approved
Other,44,Yes,0,Graduate,No,2164,1576,199,360,Clear,Urban,Muslim,OBC,Approved
Male,40,Yes,1,Graduate,No,1000,3339,237,180,Clear,Urban,Muslim,OBC,Rejected
Male,52,No,3+,Graduate,No,10721,0,185,180,Clear,Semiurban,Hindu,OBC,Approved
Male,64,No,1,Graduate,No,3080,0,248,60,Clear,Urban,Hindu,OBC,Rejected
Male,52,Yes,3+,Graduate,No,10944,2845,55,180,Clear,Rural,Hindu,OBC,Approved
Male,36,No,2,Not_Graduate,No,2134,0,128,240,Clear,Urban,Hindu,OBC,Approved
Male,42,Yes,0,Graduate,Yes,13786,1333,246,300,Clear,Urban,Muslim,OBC,Approved
Male,54,Yes,3+,Graduate,No,5504,252,201,60,Clear,Semiurban,Hindu,OBC,Rejected
Other,33,No,3+,Not_Graduate,Yes,3748,0,134,120,Clear,Rural,Christian,OBC,Approved
Male,35,Yes,2,Not_Graduate,No,9639,2611,68,300,Unknown,Semiurban,Muslim,General,Approved
Female,62,Yes,2,Not_Graduate,No,2967,899,119,300,Defaulted,Semiurban,Muslim,General,Rejected
Other,54,No,2,Graduate,Yes,8415,0,130,360,Clear,Rural,Christian,General,Rejected
Female,24,No,2,Graduate,No,1000,0,20,120,Unknown,Semiurban,Christian,General,Approved
Male,27,No,2,Graduate,No,4881,0,49,180,Clear,Rural,Muslim,OBC,Rejected
Other,40,No,0,Not_Graduate,Yes,6202,0,330,60,Defaulted,Urban,Hindu,General,Rejected
Male,42,No,2,Not_Graduate,Yes,11483,0,148,180,Clear,Urban,Muslim,OBC,Approved
Male,55,No,3+,Graduate,No,4194,0,186,240,Defaulted,Rural,Hindu,ST,Approved
Male,44,No,2,Graduate,No,6557,0,81,120,Clear,Semiurban,Hindu,OBC,Approved
Other,49,No,0,Graduate,No,7307,0,171,120,Clear,Semiurban,Sikh,ST,Approved
Male,34,Yes,3+,Graduate,No,12817,1829,197,180,Clear,Rural,Hindu,OBC,Approved
Female,51,No,0,Graduate,No,8537,0,220,300,Defaulted,Rural,Christian,General,Rejected
Female,24,Yes,2,Graduate,No,3958,2313,291,240,Clear,Urban,Hindu,ST,Rejected
Female,63,No,1,Graduate,Yes,6491,0,115,300,Defaulted,Semiurban,Christian,General,Rejected
Female,38,No,1,Graduate,No,9222,0,215,60,Clear,Urban,Muslim,OBC,Rejected
Male,26,No,0,Graduate,No,1844,0,137,60,Unknown,Urban,Christian,SC,Approved
Female,39,Yes,0,Not_Graduate,No,3180,0,61,300,Unknown,Urban,Hindu,ST,Rejected
Other,45,Yes,3+,Graduate,No,7005,2287,260,240,Clear,Rural,Sikh,ST,Approved
Female,32,Yes,3+,Graduate,No,6741,60,133,300,Defaulted,Rural,Christian,OBC,Approved
Male,49,Yes,1,Graduate,No,14957,2848,232,300,Defaulted,Urban,Hindu,General,Rejected
Male,31,No,0,Graduate,No,1000,0,88,60,Clear,Semiurban,Hindu,General,Approved
Female,46,Yes,1,Graduate,No,7519,2362,113,180,Clear,Rural,Muslim,General,Approved
Male,41,No,3+,Graduate,No,11927,0,90,60,Clear,Rural,Christian,SC,Approved
Other,39,No,2,Not_Graduate,Yes,1000,0,109,360,Clear,Rural,Other,ST,Approved
Male,57,No,2,Graduate,No,7916,0,173,300,Clear,Urban,Hindu,General,Approved
Male,59,Yes,2,Not_Graduate,No,1000,1745,162,300,Defaulted,Rural,Hindu,OBC,Rejected
Female,38,Yes,1,Graduate,No,1664,2206,142,240,Clear,Rural,Other,OBC,Approved
Female,55,Yes,2,Graduate,No,1000,3583,155,180,Clear,Rural,Christian,General,Rejected
Male,28,No,1,Graduate,No,1000,0,156,60,Clear,Rural,Other,General,Approved
Male,21,Yes,1,Graduate,No,5230,4072,249,60,Clear,Urban,Hindu,SC,Approved
Male,40,Yes,0,Graduate,No,1250,874,179,240,Clear,Rural,Hindu,General,Approved
Female,46,Yes,1,Graduate,No,1109,0,249,360,Clear,Semiurban,Hindu,General,Approved
Male,26,No,0,Graduate,No,8875,0,308,180,Unknown,Rural,Hindu,SC,Rejected
Female,55,Yes,1,Graduate,No,6718,807,47,240,Clear,Rural,Hindu,General,Approved
Male,54,No,3+,Graduate,No,15188,0,150,360,Clear,Rural,Hindu,SC,Approved
Male,61,Yes,3+,Not_Graduate,No,10233,1017,52,300,Unknown,Urban,Hindu,General,Rejected
Male,56,No,1,Not_Graduate,No,5672,0,136,360,Unknown,Rural,Hindu,OBC,Rejected
Female,50,Yes,3+,Graduate,No,5727,3425,207,120,Clear,Urban,Sikh,General,Approved
Female,47,No,1,Graduate,No,3825,0,250,240,Clear,Rural,Muslim,ST,Approved
Female,57,No,1,Graduate,No,1000,0,96,120,Clear,Urban,Christian,General,Rejected
Male,45,Yes,1,Not_Graduate,No,1000,0,205,240,Clear,Rural,Christian,OBC,Approved
Male,48,Yes,0,Graduate,No,10735,693,180,180,Clear,Semiurban,Hindu,OBC,Approved
Female,59,Yes,2,Graduate,No,1684,1621,85,180,Unknown,Rural,Muslim,ST,Rejected
Male,45,Yes,0,Not_Graduate,No,5109,422,299,360,Clear,Urban,Sikh,ST,Rejected
Female,58,Yes,1,Not_Graduate,No,3326,1033,270,360,Defaulted,Rural,Hindu,General,Rejected
Male,34,No,0,Graduate,No,11471,0,195,360,Defaulted,Semiurban,Hindu,OBC,Rejected
Male,47,Yes,2,Graduate,Yes,4036,919,297,60,Clear,Urban,Hindu,OBC,Approved
Male,46,No,1,Graduate,No,8696,0,56,180,Clear,Urban,Sikh,SC,Approved
Female,59,No,3+,Not_Graduate,No,2933,0,122,180,Clear,Urban,Hindu,SC,Approved
Male,63,Yes,0,Graduate,No,8579,0,207,180,Clear,Semiurban,Hindu,OBC,Approved
Male,56,Yes,2,Graduate,No,11589,238,284,120,Unknown,Urban,Hindu,SC,Rejected
Female,48,Yes,3+,Graduate,No,3822,1465,201,360,Clear,Rural,Hindu,OBC,Rejected
Female,24,Yes,1,Graduate,No,7043,2351,288,60,Defaulted,Urban,Hindu,OBC,Rejected
Male,36,Yes,3+,Graduate,No,5708,1950,96,60,Defaulted,Rural,Other,General,Rejected
Male,25,Yes,1,Graduate,No,15077,1347,244,360,Clear,Rural,Muslim,General,Approved
Other,31,Yes,0,Graduate,No,6586,3220,73,300,Clear,Urban,Muslim,SC,Approved
Male,53,No,0,Not_Graduate,No,8344,0,92,240,Clear,Semiurban,Muslim,OBC,Approved
Female,41,No,3+,Not_Graduate,No,7557,0,95,60,Clear,Rural,Sikh,SC,Approved
Male,63,Yes,3+,Graduate,No,6308,1843,176,240,Clear,Semiurban,Muslim,General,Approved
Male,54,No,1,Not_Graduate,No,5648,0,160,360,Clear,Rural,Muslim,ST,Approved
Female,27,Yes,0,Graduate,No,3551,3513,136,360,Clear,Semiurban,Hindu,General,Approved
Male,44,Yes,2,Graduate,No,1645,16,280,180,Clear,Urban,Hindu,General,Rejected
Female,56,Yes,3+,Graduate,No,1000,2449,245,60,Clear,Semiurban,Muslim,General,Approved
Male,61,Yes,1,Graduate,No,8980,1435,168,60,Unknown,Urban,Muslim,ST,Approved
Other,47,Yes,1,Graduate,No,1516,3795,100,60,Clear,Urban,Christian,SC,Approved
Female,53,Yes,3+,Graduate,No,5590,298,196,60,Defaulted,Rural,Hindu,General,Rejected
Female,49,Yes,1,Graduate,No,8991,3535,165,360,Clear,Semiurban,Christian,OBC,Approved
Female,24,Yes,2,Graduate,No,4718,3160,122,300,Clear,Urban,Muslim,OBC,Approved
Male,27,No,0,Not_Graduate,No,6710,0,226,240,Unknown,Semiurban,Christian,OBC,Rejected
Male,64,Yes,1,Not_Graduate,No,6679,3372,133,360,Clear,Urban,Muslim,OBC,Approved
Male,43,No,0,Not_Graduate,No,2264,0,272,180,Clear,Rural,Hindu,SC,Rejected
Female,47,Yes,1,Not_Graduate,No,2331,388,100,180,Clear,Semiurban,Sikh,General,Approved
Male,48,Yes,0,Not_Graduate,No,3661,3939,20,240,Clear,Semiurban,Muslim,OBC,Approved
Male,59,No,0,Not_Graduate,No,1000,0,115,240,Clear,Rural,Hindu,SC,Rejected
Female,61,Yes,2,Graduate,No,6555,1338,83,240,Clear,Semiurban,Muslim,SC,Rejected
Female,38,No,2,Graduate,No,2549,0,201,240,Unknown,Rural,Hindu,General,Rejected
Male,33,Yes,0,Graduate,No,3826,3070,76,180,Clear,Rural,Hindu,SC,Approved
Male,50,Yes,1,Graduate,No,9647,2501,23,120,Clear,Urban,Christian,General,Approved
Male,43,Yes,2,Graduate,No,15347,636,173,240,Defaulted,Urban,Hindu,General,Rejected
Other,65,Yes,2,Graduate,No,7657,1153,235,360,Defaulted,Semiurban,Hindu,General,Rejected
Female,50,No,2,Not_Graduate,No,7665,0,270,240,Unknown,Semiurban,Sikh,SC,Rejected
Female,23,Yes,0,Graduate,No,1000,4484,143,300,Clear,Rural,Hindu,General,Approved
Male,36,Yes,2,Not_Graduate,No,3122,3255,226,180,Clear,Urban,Hindu,General,Rejected
Female,35,Yes,0,Graduate,No,1246,2192,96,240,Clear,Semiurban,Sikh,General,Approved
Female,40,Yes,0,Graduate,No,1572,4372,231,240,Clear,Semiurban,Sikh,OBC,Rejected
Male,35,Yes,3+,Graduate,Yes,1000,2660,325,120,Clear,Semiurban,Hindu,General,Approved
Male,30,No,0,Graduate,No,10000,0,44,240,Clear,Urban,Muslim,OBC,Approved
Female,21,No,0,Graduate,No,8109,0,344,120,Unknown,Semiurban,Muslim,SC,Rejected
Male,36,Yes,3+,Not_Graduate,No,4619,0,141,360,Clear,Rural,Hindu,General,Rejected
Male,65,Yes,0,Graduate,No,11511,4968,20,240,Clear,Urban,Muslim,OBC,Approved
Male,32,Yes,1,Graduate,No,5936,3144,20,120,Clear,Urban,Other,General,Approved
Male,36,Yes,1,Graduate,No,12256,2465,225,180,Clear,Semiurban,Hindu,SC,Approved
Female,45,No,3+,Graduate,No,1000,0,204,120,Clear,Semiurban,Hindu,General,Approved
Male,36,No,2,Not_Graduate,No,4062,0,279,300,Clear,Rural,Christian,SC,Rejected
Male,37,Yes,3+,Graduate,No,3023,1805,111,120,Unknown,Urban,Muslim,General,Approved
Male,49,Yes,1,Graduate,No,12797,2170,210,240,Clear,Semiurban,Other,OBC,Rejected
Male,58,No,1,Graduate,No,8304,0,259,60,Clear,Rural,Hindu,OBC,Approved
Male,57,Yes,3+,Not_Graduate,No,6146,3197,96,360,Clear,Urban,Muslim,OBC,Approved
Male,48,Yes,3+,Graduate,No,7991,121,330,360,Unknown,Rural,Hindu,General,Approved
Male,39,Yes,2,Not_Graduate,No,5727,2187,182,60,Clear,Rural,Hindu,OBC,Approved
Male,41,No,3+,Graduate,No,8181,0,91,300,Unknown,Semiurban,Sikh,ST,Rejected
Male,40,Yes,3+,Graduate,Yes,6138,2820,141,360,Clear,Semiurban,Sikh,OBC,Approved
Male,33,Yes,3+,Not_Graduate,Yes,3490,3090,120,300,Clear,Urban,Muslim,SC,Approved
Female,21,Yes,2,Graduate,No,3755,955,196,180,Clear,Rural,Christian,General,Approved
Male,50,No,2,Graduate,Yes,7374,0,199,60,Clear,Rural,Christian,OBC,Approved
Male,57,Yes,3+,Graduate,No,11033,3486,40,120,Clear,Semiurban,Hindu,General,Approved
