defendant_id,age,sex,race,prior_offenses,offense_severity,employment_status,education,marital_status,substance_abuse,mental_health,neighborhood_crime_rate,bail_amount,time_served_months,recidivism_risk,low_risk_approved
309046,67,Male,Black,9,Misdemeanor,Employed,Graduate,Widowed,Yes,No,38.8,2656,10,High,No
309047,18,Male,White,10,Misdemeanor,Employed,Bachelors,Single,Yes,Yes,55.2,9050,56,High,No
309048,27,Male,Hispanic,2,Misdemeanor,Employed,No_HS,Married,No,No,25.5,4246,51,Medium,No
309049,20,Male,Black,0,Felony_Low,Part-time,Some_College,Widowed,Yes,No,33.7,3320,48,High,No
309050,28,Male,Hispanic,9,Felony_High,Employed,Some_College,Single,No,Yes,35.3,7253,49,High,No
309051,44,Male,White,10,Felony_High,Employed,Some_College,Divorced,Yes,No,63.5,10506,43,High,No
309052,59,Male,Hispanic,2,Felony_Mid,Unemployed,Some_College,Married,Yes,No,62.4,500,4,High,No
309053,55,Male,Black,10,Felony_High,Self-employed,Some_College,Single,Yes,No,47.3,7586,12,High,No
309054,70,Male,White,10,Misdemeanor,Employed,No_HS,Single,No,No,45.4,9162,8,Medium,No
309055,48,Male,White,8,Felony_Low,Employed,High_School,Married,No,No,64.1,1452,39,High,Yes
309056,19,Female,Black,11,Felony_High,Part-time,Graduate,Widowed,Yes,No,39.7,3994,2,High,No
309057,33,Male,Black,4,Misdemeanor,Unemployed,Some_College,Divorced,Yes,No,52.1,3344,40,High,No
309058,33,Male,White,5,Misdemeanor,Employed,Some_College,Divorced,No,No,34.6,2825,19,High,No
309059,67,Male,Black,8,Misdemeanor,Employed,High_School,Single,No,No,62,7661,56,High,No
309060,63,Male,Black,5,Misdemeanor,Unemployed,Bachelors,Single,No,No,46.5,500,4,High,No
309061,48,Male,Black,5,Felony_Low,Part-time,Some_College,Divorced,Yes,Yes,0,3336,60,High,No
309062,31,Male,Hispanic,9,Felony_Mid,Unemployed,Graduate,Divorced,No,No,60.9,500,21,High,No
309063,62,Male,White,7,Misdemeanor,Unemployed,High_School,Single,No,Yes,25.7,10930,49,Low,Yes
309064,55,Female,Black,0,Felony_Low,Unemployed,Some_College,Divorced,No,No,56.4,500,40,High,No
309065,62,Male,White,2,Felony_Low,Part-time,High_School,Widowed,No,No,61.2,8437,5,Low,Yes
309066,18,Male,Hispanic,5,Felony_Mid,Employed,Graduate,Divorced,Yes,No,17.2,12032,42,High,No
309067,28,Male,White,12,Felony_High,Unemployed,High_School,Single,Yes,No,38.4,5702,52,High,No
309068,21,Female,Black,2,Misdemeanor,Employed,High_School,Widowed,No,No,78.7,12230,2,High,No
309069,24,Female,White,2,Felony_Low,Employed,Graduate,Married,No,No,77.4,3236,35,Medium,Yes
309070,28,Male,Hispanic,1,Misdemeanor,Employed,Bachelors,Single,Yes,No,49.4,500,45,High,No
309071,64,Male,White,4,Felony_Mid,Unemployed,Bachelors,Divorced,Yes,No,63.5,11213,5,High,No
309072,46,Male,Asian,0,Felony_Low,Part-time,High_School,Single,No,No,33,8317,34,Low,Yes
309073,41,Male,White,10,Misdemeanor,Employed,High_School,Divorced,No,Yes,56.2,1127,56,Medium,Yes
309074,18,Male,White,6,Misdemeanor,Employed,High_School,Divorced,No,No,48.4,3126,22,High,No
309075,21,Male,Asian,11,Felony_High,Self-employed,Some_College,Divorced,No,No,104.2,8552,28,High,No
309076,50,Male,White,2,Felony_Low,Employed,Bachelors,Married,No,No,6.1,4950,19,Medium,No
309077,65,Male,Black,1,Misdemeanor,Unemployed,High_School,Widowed,No,No,28.8,9230,32,High,No
309078,18,Male,White,0,Misdemeanor,Employed,High_School,Widowed,Yes,No,75.6,4497,57,High,No
309079,40,Female,Black,4,Misdemeanor,Employed,Some_College,Married,No,Yes,51.5,6823,2,High,No
309080,51,Female,Black,4,Felony_Low,Employed,No_HS,Divorced,No,Yes,28.5,3238,50,Medium,Yes
309081,22,Male,Hispanic,11,Misdemeanor,Employed,Some_College,Single,No,No,68.7,5992,57,High,No
309082,65,Male,White,9,Misdemeanor,Unemployed,High_School,Single,No,No,22.8,2759,10,Medium,No
309083,63,Male,Black,12,Misdemeanor,Self-employed,High_School,Married,Yes,Yes,27.4,500,45,High,No
309084,48,Male,Asian,5,Felony_Mid,Unemployed,High_School,Single,No,No,0,13192,35,High,No
309085,52,Male,Black,8,Misdemeanor,Unemployed,No_HS,Widowed,No,No,58.6,1974,56,High,No
309086,20,Male,White,8,Felony_Mid,Self-employed,Bachelors,Divorced,No,No,43.1,11062,43,Medium,No
309087,42,Male,Black,1,Misdemeanor,Employed,High_School,Widowed,No,No,48.3,2269,29,High,No
309088,63,Male,Hispanic,8,Felony_Low,Employed,High_School,Widowed,Yes,No,11,4755,45,High,No
309089,18,Male,Hispanic,12,Felony_Low,Part-time,High_School,Widowed,No,Yes,24.9,3911,24,High,No
309090,37,Female,Black,7,Misdemeanor,Part-time,Bachelors,Divorced,No,No,21.2,4197,20,High,No
309091,57,Male,Black,0,Misdemeanor,Unemployed,High_School,Married,No,No,31.3,8623,3,High,No
309092,31,Male,Black,4,Felony_Mid,Unemployed,High_School,Divorced,No,No,66.7,1269,4,High,No
309093,35,Male,Black,12,Misdemeanor,Unemployed,No_HS,Married,Yes,No,45.9,4825,16,High,No
309094,43,Male,Black,8,Misdemeanor,Employed,No_HS,Single,Yes,No,108.6,3913,23,High,No
309095,64,Female,White,7,Felony_Low,Unemployed,High_School,Widowed,No,No,69.4,9717,43,High,No
309096,50,Female,White,2,Misdemeanor,Unemployed,Graduate,Divorced,Yes,No,62.4,5483,28,High,No
309097,62,Male,Black,5,Felony_Mid,Unemployed,High_School,Divorced,Yes,No,82.9,5067,0,Medium,No
309098,50,Male,Hispanic,2,Felony_Low,Unemployed,High_School,Divorced,No,No,80.2,641,31,High,No
309099,20,Male,White,12,Misdemeanor,Employed,High_School,Married,No,No,25.2,5680,52,Medium,No
309100,46,Male,Hispanic,1,Felony_High,Employed,High_School,Divorced,No,No,29.5,7013,39,High,No
309101,54,Male,Asian,8,Felony_Low,Unemployed,Bachelors,Widowed,No,No,30.6,6021,59,High,No
309102,26,Male,White,9,Misdemeanor,Unemployed,Some_College,Married,Yes,No,60.5,1987,26,High,No
309103,51,Male,Hispanic,10,Misdemeanor,Employed,No_HS,Divorced,No,No,53.7,4845,20,High,No
309104,46,Male,Black,7,Felony_Low,Employed,High_School,Widowed,Yes,No,0,1189,35,High,No
309105,53,Male,Hispanic,8,Misdemeanor,Part-time,No_HS,Divorced,Yes,No,38.6,8602,34,High,No
309106,26,Male,Black,12,Felony_Low,Unemployed,Graduate,Married,No,No,68.5,4748,9,High,No
309107,33,Female,White,12,Misdemeanor,Employed,Some_College,Married,Yes,No,20.9,4604,39,High,Yes
309108,66,Female,White,8,Felony_Low,Employed,High_School,Married,Yes,No,48.1,742,45,High,No
309109,35,Male,Hispanic,11,Misdemeanor,Part-time,High_School,Married,Yes,No,81.9,9840,8,High,No
309110,43,Female,White,4,Felony_Mid,Unemployed,Some_College,Widowed,Yes,No,62.8,11974,15,High,No
309111,30,Male,White,0,Felony_Mid,Employed,Bachelors,Married,No,No,58.5,6094,19,Medium,No
309112,59,Male,White,6,Felony_Low,Employed,Some_College,Divorced,No,No,48.6,500,55,High,No
309113,51,Male,White,6,Misdemeanor,Employed,Bachelors,Married,Yes,Yes,55.8,9705,6,High,No
309114,45,Male,White,11,Felony_Low,Unemployed,Graduate,Single,No,Yes,9.8,5135,38,High,No
309115,35,Male,Black,5,Misdemeanor,Employed,No_HS,Widowed,No,No,58.3,500,16,High,No
309116,43,Female,White,4,Felony_Mid,Part-time,Graduate,Widowed,No,No,66.1,11059,4,Medium,Yes
309117,21,Male,Black,12,Misdemeanor,Employed,High_School,Divorced,No,Yes,0,10007,30,High,No
309118,61,Male,Black,3,Felony_Mid,Employed,Bachelors,Married,No,Yes,12.7,5904,57,Low,Yes
309119,44,Male,White,5,Misdemeanor,Employed,High_School,Married,Yes,No,62.5,7570,3,High,No
309120,64,Male,White,12,Felony_Mid,Unemployed,High_School,Divorced,Yes,No,124,3839,39,High,Yes
309121,28,Male,Black,11,Felony_Low,Employed,Some_College,Married,No,No,25.6,6333,24,High,No
309122,53,Male,Black,9,Felony_Mid,Employed,Graduate,Widowed,No,Yes,9.7,5973,12,High,No
309123,28,Male,White,4,Misdemeanor,Part-time,Some_College,Married,Yes,No,31.5,500,25,High,Yes
309124,54,Female,White,9,Misdemeanor,Employed,Some_College,Married,No,No,54.2,4264,0,High,No
309125,69,Female,White,1,Misdemeanor,Unemployed,Some_College,Married,No,No,86.6,4037,48,Low,Yes
309126,57,Female,White,1,Felony_High,Employed,Some_College,Divorced,No,No,58.2,3462,34,High,No
309127,49,Male,Hispanic,11,Felony_Low,Part-time,Bachelors,Divorced,Yes,No,52.6,8153,40,High,No
309128,58,Female,Black,9,Misdemeanor,Employed,No_HS,Married,No,No,83.1,8939,56,High,No
309129,36,Male,Hispanic,8,Misdemeanor,Employed,Some_College,Single,No,No,89.4,5146,23,High,No
309130,49,Male,Black,12,Misdemeanor,Employed,Bachelors,Single,No,No,28.3,9581,35,High,No
309131,39,Male,White,1,Felony_Mid,Unemployed,No_HS,Single,No,No,32.8,9077,47,Medium,No
309132,58,Male,Black,6,Felony_Mid,Self-employed,Graduate,Divorced,Yes,No,15.6,11343,28,High,No
309133,54,Male,Black,1,Felony_Mid,Self-employed,High_School,Widowed,No,No,46.2,5065,25,Medium,No
309134,70,Male,White,10,Felony_Mid,Employed,High_School,Divorced,No,No,50.4,500,38,High,No
309135,27,Male,White,4,Felony_Mid,Self-employed,High_School,Married,Yes,No,42.9,5911,37,High,Yes
309136,60,Male,Black,1,Misdemeanor,Unemployed,Graduate,Divorced,No,No,123.2,7185,24,High,No
309137,49,Male,White,1,Felony_High,Employed,High_School,Widowed,No,Yes,105.2,16821,54,High,No
309138,65,Male,White,7,Felony_Low,Employed,Bachelors,Single,No,Yes,84.9,5704,54,Medium,No
309139,41,Male,White,11,Felony_Low,Employed,Bachelors,Single,No,No,88.9,7978,59,High,No
309140,43,Male,Black,9,Felony_Low,Self-employed,No_HS,Widowed,No,Yes,46.6,10976,54,High,No
309141,18,Female,White,10,Misdemeanor,Employed,Some_College,Divorced,No,Yes,41.8,1104,42,Medium,No
309142,48,Female,Hispanic,12,Misdemeanor,Employed,High_School,Widowed,No,No,45.2,2245,27,Medium,No
309143,31,Male,Hispanic,4,Felony_Low,Unemployed,Some_College,Single,No,No,32.5,1670,49,High,No
309144,31,Male,White,2,Felony_Mid,Self-employed,High_School,Widowed,Yes,No,64.2,6040,16,Medium,No
309145,42,Male,White,8,Misdemeanor,Unemployed,Some_College,Divorced,Yes,No,37.7,5013,2,High,No
309146,65,Male,Asian,6,Felony_Low,Employed,No_HS,Single,No,No,39.9,4734,8,High,No
309147,55,Male,White,6,Felony_High,Part-time,No_HS,Divorced,Yes,Yes,54.7,5571,20,High,No
309148,40,Male,White,4,Felony_Low,Unemployed,Graduate,Divorced,Yes,No,55.6,4656,9,High,Yes
309149,36,Male,Black,9,Misdemeanor,Employed,High_School,Widowed,No,Yes,37.3,10984,39,High,No
309150,25,Male,White,6,Felony_High,Unemployed,Bachelors,Single,No,No,57.5,720,48,High,No
309151,35,Female,Hispanic,11,Felony_High,Unemployed,High_School,Divorced,Yes,No,63.1,7192,18,High,No
309152,25,Male,White,12,Felony_Low,Employed,High_School,Married,No,No,37.4,7550,54,High,No
309153,20,Female,White,9,Felony_Low,Part-time,Some_College,Single,Yes,No,36.8,9309,11,High,Yes
309154,36,Female,White,6,Felony_Low,Self-employed,Some_College,Widowed,Yes,No,38.3,4777,9,Medium,Yes
309155,46,Male,Hispanic,12,Felony_Mid,Unemployed,Some_College,Single,No,No,53.8,3092,46,High,No
309156,30,Male,White,12,Felony_High,Unemployed,Bachelors,Married,No,No,14.4,7276,40,High,No
309157,54,Female,White,6,Misdemeanor,Employed,Graduate,Widowed,No,No,104.9,14038,35,High,No
309158,66,Female,White,6,Misdemeanor,Employed,No_HS,Married,Yes,No,57.9,8109,46,High,No
309159,57,Male,White,11,Felony_Low,Employed,Some_College,Single,No,No,19.2,5430,56,High,No
309160,26,Female,Hispanic,11,Misdemeanor,Self-employed,High_School,Single,Yes,No,6.1,500,52,High,Yes
309161,40,Male,White,12,Misdemeanor,Employed,High_School,Married,No,No,56.8,3195,27,High,No
309162,29,Male,White,12,Felony_Low,Employed,High_School,Widowed,Yes,No,14.4,8049,16,High,No
309163,70,Male,White,9,Felony_Low,Employed,Graduate,Divorced,No,No,8.7,2749,30,Medium,No
309164,35,Female,Black,8,Felony_Mid,Employed,High_School,Divorced,No,Yes,80.7,13020,13,High,No
309165,39,Male,Asian,9,Misdemeanor,Unemployed,High_School,Divorced,No,No,58.7,6201,6,High,No
309166,29,Male,Black,7,Misdemeanor,Self-employed,Some_College,Widowed,No,Yes,29.8,4430,17,High,No
309167,70,Male,Black,3,Misdemeanor,Employed,High_School,Divorced,No,Yes,31,4265,23,High,No
309168,30,Male,Hispanic,2,Misdemeanor,Unemployed,High_School,Widowed,No,No,36.1,3687,12,High,No
309169,22,Male,White,12,Misdemeanor,Unemployed,Some_College,Single,No,No,31.2,6839,3,High,No
309170,33,Male,Black,12,Felony_Mid,Employed,High_School,Single,No,No,41.5,500,3,High,No
309171,70,Female,White,6,Felony_High,Self-employed,No_HS,Widowed,Yes,Yes,29.6,6533,50,High,No
309172,42,Male,Black,0,Felony_Mid,Employed,High_School,Single,No,No,85.1,10701,39,High,No
309173,47,Male,White,8,Felony_Mid,Part-time,No_HS,Married,No,No,48,9351,46,High,No
309174,31,Female,Hispanic,10,Felony_High,Employed,Graduate,Widowed,No,Yes,7,10210,11,High,Yes
309175,23,Male,White,12,Felony_Low,Self-employed,No_HS,Single,No,No,42.2,2696,56,Medium,No
309176,44,Male,Black,0,Felony_Low,Employed,High_School,Married,No,No,67.9,500,14,Low,No
309177,62,Male,Black,3,Felony_Low,Self-employed,High_School,Single,No,No,46,7286,32,High,No
309178,31,Male,White,1,Felony_Low,Part-time,Bachelors,Married,No,No,7.6,4144,11,Low,Yes
309179,38,Male,White,5,Felony_Low,Employed,High_School,Widowed,No,No,67.8,9289,37,High,No
309180,33,Male,Black,0,Felony_Mid,Employed,Some_College,Divorced,No,No,30.9,3325,18,Medium,No
309181,59,Female,Asian,10,Felony_High,Part-time,Bachelors,Widowed,No,Yes,47.3,5373,52,High,No
309182,46,Male,White,4,Misdemeanor,Employed,Bachelors,Married,No,No,22.6,10039,23,High,Yes
309183,20,Male,White,7,Felony_Low,Part-time,Some_College,Divorced,Yes,No,94.6,5530,21,High,Yes
309184,34,Male,White,0,Misdemeanor,Employed,No_HS,Divorced,No,Yes,61,5946,55,Medium,No
309185,31,Male,White,1,Felony_Mid,Part-time,Graduate,Widowed,No,No,115.3,500,60,High,No
309186,70,Male,White,8,Felony_Mid,Employed,Some_College,Single,No,No,35.2,738,52,High,No
309187,62,Male,Black,8,Misdemeanor,Unemployed,High_School,Widowed,Yes,Yes,17.9,7161,5,High,No
309188,61,Female,Black,2,Misdemeanor,Employed,Graduate,Single,No,No,0,4306,43,High,No
309189,66,Female,White,8,Misdemeanor,Part-time,No_HS,Single,No,No,65.3,1372,28,High,No
309190,29,Male,Black,3,Felony_High,Part-time,High_School,Married,No,No,47,2616,60,Low,No
309191,35,Male,White,5,Misdemeanor,Self-employed,High_School,Married,No,No,86,7983,23,High,No
309192,50,Male,Hispanic,6,Misdemeanor,Employed,High_School,Widowed,No,Yes,57,2872,58,High,No
309193,35,Male,White,4,Felony_Mid,Unemployed,High_School,Single,Yes,No,32,3256,57,High,No
309194,68,Female,Black,12,Felony_Low,Employed,Some_College,Widowed,No,No,38.4,3742,44,High,No
309195,29,Female,Hispanic,1,Misdemeanor,Employed,High_School,Single,No,Yes,88,5757,59,Medium,No
309196,18,Male,White,6,Felony_Mid,Unemployed,Some_College,Widowed,Yes,No,85.5,9393,52,High,No
309197,51,Male,Hispanic,7,Felony_Mid,Part-time,No_HS,Single,No,No,72.4,5366,28,Medium,No
309198,59,Female,White,7,Felony_Low,Employed,Some_College,Married,Yes,No,69.8,7406,40,Medium,No
309199,67,Male,Black,0,Felony_Low,Employed,Bachelors,Divorced,No,No,30.4,3280,54,High,Yes
309200,69,Male,Hispanic,6,Misdemeanor,Employed,Bachelors,Married,Yes,No,100.5,10950,44,High,No
309201,63,Male,White,5,Misdemeanor,Employed,High_School,Married,Yes,No,55.5,6094,35,High,No
309202,42,Male,Hispanic,8,Felony_Low,Unemployed,Some_College,Single,No,No,70,3173,4,High,No
309203,68,Male,Black,6,Felony_High,Self-employed,Bachelors,Divorced,Yes,No,74.1,9522,21,High,No
309204,64,Male,Black,0,Felony_High,Unemployed,High_School,Divorced,No,No,53.7,6745,20,High,No
309205,69,Male,White,0,Felony_Mid,Part-time,Some_College,Divorced,No,No,81.2,7272,32,Medium,No
309206,59,Male,Hispanic,10,Felony_Low,Self-employed,High_School,Widowed,No,Yes,39.8,10522,16,High,No
309207,25,Male,Black,5,Felony_High,Unemployed,High_School,Married,No,No,21.1,2220,52,High,No
309208,68,Male,White,6,Felony_Mid,Employed,No_HS,Widowed,Yes,No,35.6,3276,37,High,No
309209,45,Male,Black,2,Felony_Low,Employed,Some_College,Single,No,Yes,32,11340,59,High,No
309210,51,Male,Hispanic,11,Misdemeanor,Employed,High_School,Widowed,No,No,39.9,1612,20,High,Yes
309211,66,Male,White,2,Felony_Low,Unemployed,No_HS,Widowed,No,No,58.6,5868,47,Medium,No
309212,51,Male,Black,8,Felony_Low,Unemployed,Graduate,Married,Yes,No,78.3,9407,56,High,No
309213,59,Female,Hispanic,11,Felony_Mid,Self-employed,Some_College,Single,No,No,93.4,8664,32,High,No
309214,64,Male,Asian,3,Felony_Low,Employed,Some_College,Single,No,Yes,34.9,3796,30,High,No
309215,58,Male,Black,10,Misdemeanor,Employed,Bachelors,Married,No,No,49.7,3675,56,High,No
309216,28,Male,White,4,Misdemeanor,Unemployed,Graduate,Single,No,No,31.8,8363,54,High,No
309217,23,Male,White,5,Felony_Mid,Unemployed,Some_College,Widowed,No,No,43,5378,59,High,No
309218,47,Male,Black,7,Misdemeanor,Unemployed,Some_College,Married,Yes,No,57.2,12595,1,High,No
309219,40,Male,Asian,0,Felony_High,Employed,High_School,Divorced,No,Yes,52,500,27,High,No
309220,46,Male,White,7,Felony_Low,Employed,Some_College,Divorced,Yes,No,31.6,6847,25,Medium,No
309221,68,Male,White,11,Misdemeanor,Part-time,No_HS,Single,Yes,No,70.4,7591,29,High,No
309222,45,Female,White,5,Felony_Mid,Self-employed,High_School,Single,Yes,No,25.5,3768,24,High,No
309223,48,Male,Black,6,Misdemeanor,Part-time,Some_College,Widowed,No,No,98.4,7118,25,High,No
309224,30,Male,Black,10,Misdemeanor,Employed,High_School,Divorced,Yes,No,50.3,1512,18,High,No
309225,39,Male,Hispanic,7,Felony_Low,Part-time,Graduate,Married,Yes,No,70.4,4774,2,High,No
309226,62,Male,Hispanic,6,Felony_Mid,Employed,High_School,Married,Yes,No,37.1,500,24,Medium,No
309227,66,Male,White,7,Felony_Low,Part-time,Bachelors,Married,No,No,81.8,3827,8,High,No
309228,69,Male,White,1,Felony_Low,Self-employed,High_School,Widowed,No,No,80.6,13415,35,High,No
309229,38,Male,White,9,Misdemeanor,Part-time,High_School,Married,Yes,Yes,58.3,9367,27,High,No
309230,37,Male,Black,12,Felony_Low,Employed,Bachelors,Married,No,No,88.7,2726,18,High,No
309231,47,Male,Black,12,Felony_Low,Employed,Bachelors,Divorced,Yes,No,18.9,637,10,High,No
309232,52,Female,White,9,Felony_High,Employed,Bachelors,Widowed,No,No,78.2,6021,0,Medium,Yes
309233,70,Male,Other,9,Felony_Low,Employed,Graduate,Divorced,No,No,0,1620,22,Medium,Yes
309234,20,Male,Black,8,Misdemeanor,Unemployed,Some_College,Single,No,Yes,17.4,6077,28,High,No
309235,43,Female,White,6,Misdemeanor,Unemployed,High_School,Divorced,No,No,49.4,5097,23,Medium,Yes
309236,70,Male,Black,4,Misdemeanor,Unemployed,High_School,Single,Yes,No,25.9,3977,31,High,No
309237,18,Male,Black,6,Felony_High,Employed,Bachelors,Married,No,No,21.8,5283,55,High,No
309238,23,Male,White,5,Felony_Low,Employed,Some_College,Divorced,No,No,74.8,7439,30,High,No
309239,38,Male,White,8,Misdemeanor,Employed,Some_College,Married,No,No,27,7481,17,High,Yes
309240,31,Male,Asian,0,Felony_High,Employed,Bachelors,Married,No,No,19,2222,43,High,No
309241,23,Male,Other,0,Felony_High,Employed,Some_College,Single,No,Yes,51,12524,29,High,No
309242,67,Male,Black,7,Felony_High,Unemployed,High_School,Married,No,No,36.7,2843,6,Medium,No
309243,42,Female,White,3,Misdemeanor,Unemployed,High_School,Married,Yes,No,45.7,12740,3,High,Yes
309244,54,Male,Hispanic,12,Felony_Low,Employed,No_HS,Divorced,No,No,57.5,1070,25,High,No
309245,29,Male,Hispanic,9,Misdemeanor,Part-time,High_School,Widowed,Yes,No,75.5,3499,5,High,No
309246,64,Female,White,5,Misdemeanor,Self-employed,Bachelors,Divorced,No,Yes,111.5,4035,59,High,No
309247,42,Male,Hispanic,2,Felony_Mid,Self-employed,High_School,Married,No,No,20.3,11609,37,High,No
309248,44,Male,White,4,Felony_High,Unemployed,Some_College,Widowed,No,No,40.6,7735,6,High,No
309249,60,Female,Black,6,Misdemeanor,Unemployed,High_School,Married,No,No,77.9,8182,0,High,No
309250,58,Male,White,7,Felony_High,Part-time,High_School,Married,No,No,0,3706,22,High,No
309251,40,Male,Black,2,Felony_Low,Unemployed,Some_College,Single,Yes,No,57.2,1062,59,High,No
309252,60,Female,Hispanic,12,Misdemeanor,Unemployed,Bachelors,Single,No,Yes,55.2,5253,5,Medium,No
309253,22,Male,White,10,Felony_High,Part-time,Some_College,Widowed,No,No,19.4,5163,26,High,No
309254,53,Male,White,7,Felony_High,Employed,High_School,Widowed,No,Yes,36.6,4700,34,High,No
309255,58,Male,White,7,Felony_Low,Part-time,Bachelors,Widowed,No,No,108,9569,56,High,No
309256,27,Male,Black,6,Misdemeanor,Employed,Bachelors,Single,Yes,No,29.6,500,12,High,No
309257,45,Male,White,5,Misdemeanor,Employed,Bachelors,Married,Yes,No,50.9,1639,34,High,No
309258,55,Male,White,5,Felony_Low,Part-time,Bachelors,Single,No,No,20.5,7184,20,Medium,No
309259,57,Female,Hispanic,5,Misdemeanor,Employed,Bachelors,Married,No,No,72.4,1596,30,High,No
309260,70,Female,Hispanic,9,Felony_Mid,Employed,High_School,Widowed,No,No,35.8,500,41,High,Yes
309261,25,Male,Asian,9,Felony_High,Employed,High_School,Divorced,No,No,54.6,7318,21,High,No
309262,42,Male,White,7,Felony_Mid,Part-time,Bachelors,Widowed,No,Yes,56,2494,44,High,No
309263,39,Male,Hispanic,3,Misdemeanor,Unemployed,High_School,Widowed,Yes,Yes,81.3,14548,23,High,No
309264,24,Male,White,9,Felony_Mid,Employed,Graduate,Married,No,No,77.2,500,45,Medium,No
309265,62,Male,Black,5,Felony_Mid,Employed,Bachelors,Single,Yes,Yes,37.7,5034,47,High,No
309266,19,Male,Black,9,Misdemeanor,Employed,High_School,Married,No,No,38.6,3135,17,Medium,No
309267,19,Male,White,6,Misdemeanor,Unemployed,Bachelors,Divorced,Yes,No,25.8,4696,7,High,No
309268,21,Male,Asian,5,Felony_Mid,Employed,Graduate,Single,No,Yes,63,8820,18,High,No
309269,37,Male,Hispanic,5,Misdemeanor,Unemployed,Some_College,Married,No,No,87.8,500,54,High,No
309270,70,Male,Hispanic,11,Misdemeanor,Employed,Some_College,Married,Yes,No,44.9,500,14,High,No
309271,23,Female,Hispanic,1,Felony_Low,Self-employed,No_HS,Divorced,No,Yes,32.6,985,37,Medium,No
309272,20,Male,White,12,Felony_High,Unemployed,High_School,Divorced,No,No,108.2,5636,43,High,No
309273,59,Male,Asian,4,Felony_High,Employed,Bachelors,Married,No,No,66.2,5146,6,High,Yes
309274,39,Male,Hispanic,10,Felony_Mid,Employed,Some_College,Widowed,No,No,49.1,8479,29,High,No
309275,57,Male,Black,6,Felony_High,Employed,Some_College,Single,No,No,49.8,7918,10,High,No
309276,63,Male,Black,1,Misdemeanor,Unemployed,Bachelors,Married,Yes,No,56.8,2342,14,High,No
309277,35,Male,White,4,Felony_Mid,Employed,Graduate,Single,No,No,35.4,7963,36,High,No
309278,20,Female,White,1,Felony_Low,Employed,Graduate,Married,Yes,Yes,7.5,4719,19,High,Yes
309279,67,Male,Black,8,Misdemeanor,Unemployed,Some_College,Divorced,Yes,No,63.7,673,55,High,No
309280,22,Female,White,2,Felony_Mid,Employed,High_School,Married,Yes,No,49.4,500,34,High,No
309281,22,Male,Black,6,Felony_Mid,Employed,Graduate,Married,No,Yes,56.6,7816,23,High,No
309282,36,Female,White,2,Felony_Low,Unemployed,Some_College,Married,Yes,No,80.7,14921,31,High,No
309283,41,Male,White,12,Felony_Low,Self-employed,Some_College,Widowed,No,Yes,70.4,7049,47,Low,Yes
309284,36,Male,White,10,Felony_Low,Unemployed,No_HS,Divorced,No,No,66.7,2067,52,High,No
309285,68,Male,Hispanic,3,Felony_Low,Unemployed,Bachelors,Divorced,No,No,32.5,8916,59,High,No
309286,56,Male,White,12,Misdemeanor,Self-employed,Some_College,Single,No,No,95.3,7672,12,Medium,No
309287,65,Male,Black,3,Felony_High,Employed,Some_College,Single,No,No,0,2882,31,High,No
309288,65,Male,White,3,Felony_Low,Employed,High_School,Divorced,No,No,62.4,603,13,Medium,No
309289,18,Male,White,2,Misdemeanor,Employed,No_HS,Widowed,Yes,No,69.1,9855,45,High,No
309290,36,Male,White,2,Felony_High,Employed,High_School,Single,No,No,62.3,8981,7,High,No
309291,41,Female,Asian,6,Misdemeanor,Employed,No_HS,Widowed,No,No,71.7,3570,50,Low,Yes
309292,47,Male,White,11,Felony_High,Employed,Graduate,Single,No,No,53.9,8873,54,High,No
309293,42,Male,Black,0,Felony_Mid,Employed,Graduate,Widowed,No,No,35.6,4168,56,Medium,No
309294,42,Male,White,7,Felony_High,Employed,Some_College,Married,Yes,No,75.3,7225,9,High,No
309295,44,Female,Hispanic,1,Felony_Low,Part-time,Some_College,Single,No,No,17.1,3693,12,Low,No
309296,69,Male,Black,12,Misdemeanor,Part-time,No_HS,Married,No,No,50.6,5790,33,High,No
309297,38,Male,Hispanic,1,Misdemeanor,Employed,High_School,Divorced,No,Yes,27.3,1406,41,Low,Yes
309298,31,Male,White,5,Misdemeanor,Employed,Bachelors,Single,Yes,Yes,48.2,5581,27,High,No
309299,67,Male,Hispanic,4,Felony_Mid,Employed,Some_College,Widowed,Yes,No,22.9,1511,11,Medium,No
309300,52,Male,Hispanic,9,Felony_Low,Employed,Graduate,Widowed,Yes,No,16.9,500,33,High,No
309301,38,Male,White,10,Misdemeanor,Employed,High_School,Widowed,No,Yes,66,12174,52,Low,No
309302,63,Male,White,6,Felony_Mid,Self-employed,Some_College,Widowed,No,No,51.2,500,26,High,No
309303,26,Male,White,10,Felony_Mid,Part-time,Graduate,Widowed,No,No,65.8,4184,58,High,No
309304,43,Male,Black,10,Misdemeanor,Self-employed,Some_College,Widowed,No,No,39.8,4504,54,Medium,No
309305,66,Female,White,0,Felony_High,Part-time,Some_College,Widowed,No,No,45.9,4791,39,High,No
309306,27,Male,Black,12,Felony_Low,Unemployed,High_School,Widowed,No,No,16.2,2473,13,High,No
309307,38,Female,White,6,Felony_Low,Part-time,Some_College,Divorced,Yes,Yes,37.4,2934,40,High,Yes
309308,49,Female,Other,4,Misdemeanor,Unemployed,Some_College,Married,Yes,No,104.2,6531,43,High,Yes
309309,59,Female,Black,9,Misdemeanor,Part-time,Bachelors,Divorced,No,No,77.1,3417,1,High,No
